pokedex_number,name,abilities,generation,classfication,is_legendary,against_bug,against_dark,against_dragon,against_electric,against_fairy,against_fight,against_fire,against_flying,against_ghost,against_grass,against_ground,against_ice,against_normal,against_poison,against_psychic,against_rock,against_steel,against_water,attack,base_egg_steps,base_happiness,base_total,capture_rate,defense,experience_growth,hp,sp_attack,sp_defense,speed,type1
716,Xerneas,['Fairy Aura'],6,Life Pokemon,1,0.5,0.5,0,1,1,0.5,1,1,1,1,1,1,1,2,1,1,2,1,131,30720,0,680,45,95,1250000,126,131,98,99,fairy
717,Yveltal,['Dark Aura'],6,Destruction Pokemon,1,1,0.5,1,2,2,1,1,1,0.5,0.5,0,2,1,1,0,2,1,1,131,30720,0,680,45,95,1250000,126,131,98,99,dark
718,Zygarde,"['Aura Break', 'Power Construct']",6,Order Pokemon,1,1,1,2,0,2,1,0.5,1,1,1,1,4,1,0.5,1,0.5,1,1,100,30720,0,708,3,121,1250000,216,91,95,85,dragon
719,Diancie,['Clear Body'],6,Jewel Pokemon,1,0.5,0.5,0,1,1,1,0.5,0.5,1,2,2,1,0.5,1,1,1,4,2,160,6400,70,700,3,110,1250000,50,160,110,110,rock
720,Hoopa,['Magician'],6,Mischief Pokemon (Confined)Djinn Pokemonn (Unbound),1,1,4,1,1,1,0,1,1,4,1,1,1,0,0.5,0.5,1,1,1,160,30720,100,680,3,60,1250000,80,170,130,80,psychic
721,Volcanion,['Water Absorb'],6,Steam Pokemon,1,0.5,1,1,2,0.5,1,0.25,1,1,1,2,0.25,1,1,1,2,0.25,1,110,30720,100,600,3,120,1250000,80,130,90,70,fire
722,Rowlet,"['Overgrow', 'Long Reach']",7,Grass Quill Pokemon,0,1,1,1,1,1,0.5,2,2,1,0.25,0,4,1,2,1,2,1,0.5,55,3840,70,320,45,55,1059860,68,50,50,42,grass
723,Dartrix,"['Overgrow', 'Long Reach']",7,Blade Quill Pokemon,0,1,1,1,1,1,0.5,2,2,1,0.25,0,4,1,2,1,2,1,0.5,75,3840,70,420,45,75,1059860,78,70,70,52,grass
724,Decidueye,"['Overgrow', 'Long Reach']",7,Arrow Quill Pokemon,0,1,2,1,0.5,1,0,2,2,2,0.5,0.5,2,0,1,1,1,1,0.5,107,3840,70,530,45,75,1059860,78,100,100,70,grass
725,Litten,"['Blaze', 'Intimidate']",7,Fire Cat Pokemon,0,0.5,1,1,1,0.5,1,0.5,1,1,0.5,2,0.5,1,1,1,2,0.5,2,65,3840,70,320,45,40,1059860,45,60,40,70,fire
726,Torracat,"['Blaze', 'Intimidate']",7,Fire Cat Pokemon,0,0.5,1,1,1,0.5,1,0.5,1,1,0.5,2,0.5,1,1,1,2,0.5,2,85,3840,70,420,45,50,1059860,65,80,50,90,fire
727,Incineroar,"['Blaze', 'Intimidate']",7,Heel Pokemon,0,1,0.5,1,1,1,2,0.5,1,0.5,0.5,2,0.5,1,1,0,2,0.5,2,115,3840,70,530,45,90,1059860,95,80,90,60,fire
728,Popplio,"['Torrent', 'Liquid Voice']",7,Sea Lion Pokemon,0,1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5,54,3840,70,320,45,54,1059860,50,66,56,40,water
729,Brionne,"['Torrent', 'Liquid Voice']",7,Pop Star Pokemon,0,1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5,69,3840,70,420,45,69,1059860,60,91,81,50,water
730,Primarina,"['Torrent', 'Liquid Voice']",7,Soloist Pokemon,0,0.5,0.5,0,2,1,0.5,0.5,1,1,2,1,0.5,1,2,1,1,1,0.5,74,3840,70,530,45,74,1059860,80,126,116,60,water
731,Pikipek,"['Keen Eye', 'Skill Link', 'Pickup']",7,Woodpecker Pokemon,0,0.5,1,1,2,1,1,1,1,0,0.5,0,2,1,1,1,2,1,1,75,3840,70,265,255,30,1000000,35,30,30,65,normal
732,Trumbeak,"['Keen Eye', 'Skill Link', 'Pickup']",7,Bugle Beak Pokemon,0,0.5,1,1,2,1,1,1,1,0,0.5,0,2,1,1,1,2,1,1,85,3840,70,355,120,50,1000000,55,40,50,75,normal
733,Toucannon,"['Keen Eye', 'Skill Link', 'Sheer Force']",7,Cannon Pokemon,0,0.5,1,1,2,1,1,1,1,0,0.5,0,2,1,1,1,2,1,1,120,3840,70,485,45,75,1000000,80,75,75,60,normal
734,Yungoos,"['Stakeout', 'Strong Jaw', 'Adaptability']",7,Loitering Pokemon,0,1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,70,3840,70,253,255,30,1000000,48,30,30,45,normal
735,Gumshoos,"['Stakeout', 'Strong Jaw', 'Adaptability']",7,Stakeout Pokemon,0,1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,110,3840,70,418,127,60,1000000,88,55,60,45,normal
736,Grubbin,['Swarm'],7,Larva Pokemon,0,1,1,1,1,1,0.5,2,2,1,0.5,0.5,1,1,1,1,2,1,1,62,3840,70,300,255,45,1000000,47,55,45,46,bug
737,Charjabug,['Battery'],7,Battery Pokemon,0,1,1,1,0.5,1,0.5,2,1,1,0.5,1,1,1,1,1,2,0.5,1,82,3840,70,400,120,95,1000000,57,55,75,36,bug
738,Vikavolt,['Levitate'],7,Stag Beetle Pokemon,0,1,1,1,0.5,1,0.5,2,1,1,0.5,1,1,1,1,1,2,0.5,1,70,3840,70,500,45,90,1000000,77,145,75,43,bug
739,Crabrawler,"['Hyper Cutter', 'Iron Fist', 'Anger Point']",7,Boxing Pokemon,0,0.5,0.5,1,1,2,1,1,2,1,1,1,1,1,1,2,0.5,1,1,82,5120,70,338,225,57,1000000,47,42,47,63,fighting
740,Crabominable,"['Hyper Cutter', 'Iron Fist', 'Anger Point']",7,Woolly Crab Pokemon,0,0.5,0.5,1,1,2,2,2,2,1,1,1,0.5,1,1,2,1,2,1,132,5120,70,478,60,77,1000000,97,62,67,43,fighting
741,Oricorio,['Dancer'],7,Dancing Pokemon,0,0.25,1,1,2,0.5,0.5,0.5,1,1,0.25,0,1,1,1,1,4,0.5,2,70,5120,70,476,45,70,1000000,75,98,70,93,fire
742,Cutiefly,"['Honey Gather', 'Shield Dust', 'Sweet Veil']",7,Bee Fly Pokemon,0,0.5,0.5,0,1,1,0.25,2,2,1,0.5,0.5,1,1,2,1,2,2,1,45,5120,70,304,190,40,1000000,40,55,40,84,bug
743,Ribombee,"['Honey Gather', 'Shield Dust', 'Sweet Veil']",7,Bee Fly Pokemon,0,0.5,0.5,0,1,1,0.25,2,2,1,0.5,0.5,1,1,2,1,2,2,1,55,5120,70,464,75,60,1000000,60,95,70,124,bug
744,Rockruff,"['Keen Eye', 'Vital Spirit', 'Steadfast']",7,Puppy Pokemon,0,1,1,1,1,1,2,0.5,0.5,1,2,2,1,0.5,0.5,1,1,2,2,65,3840,70,280,190,40,1000000,45,30,40,60,rock
745,Lycanroc,"['Keen Eye', 'Sand Rush', 'Steadfast', 'Keen Eye', 'Vital Spirit', 'No Guard']",7,Wolf Pokemon,0,1,1,1,1,1,2,0.5,0.5,1,2,2,1,0.5,0.5,1,1,2,2,115,3840,70,487,90,75,1000000,85,55,75,82,rock
746,Wishiwashi,['Schooling'],7,Small Fry Pokemon,0,1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5,140,3840,70,620,60,130,800000,45,140,135,30,water
747,Mareanie,"['Merciless', 'Limber', 'Regenerator']",7,Brutal Star Pokemon,0,0.5,1,1,2,0.5,0.5,0.5,1,1,1,2,0.5,1,0.5,2,1,0.5,0.5,53,5120,70,305,190,62,1000000,50,43,52,45,poison
748,Toxapex,"['Merciless', 'Limber', 'Regenerator']",7,Brutal Star Pokemon,0,0.5,1,1,2,0.5,0.5,0.5,1,1,1,2,0.5,1,0.5,2,1,0.5,0.5,63,5120,70,495,75,152,1000000,50,53,142,35,poison
749,Mudbray,"['Own Tempo', 'Stamina', 'Inner Focus']",7,Donkey Pokemon,0,1,1,1,0,1,1,1,1,1,2,1,2,1,0.5,1,0.5,1,2,100,5120,70,385,190,70,1000000,70,45,55,45,ground
750,Mudsdale,"['Own Tempo', 'Stamina', 'Inner Focus']",7,Draft Horse Pokemon,0,1,1,1,0,1,1,1,1,1,2,1,2,1,0.5,1,0.5,1,2,125,5120,70,500,60,100,1000000,100,55,85,35,ground
751,Dewpider,"['Water Bubble', 'Water Absorb']",7,Water Bubble Pokemon,0,1,1,1,2,1,0.5,1,2,1,1,0.5,0.5,1,1,1,2,0.5,0.5,40,3840,70,269,200,52,1000000,38,40,72,27,water
752,Araquanid,"['Water Bubble', 'Water Absorb']",7,Water Bubble Pokemon,0,1,1,1,2,1,0.5,1,2,1,1,0.5,0.5,1,1,1,2,0.5,0.5,70,3840,70,454,100,92,1000000,68,50,132,42,water
753,Fomantis,"['Leaf Guard', 'Contrary']",7,Sickle Grass Pokemon,0,2,1,1,0.5,1,1,2,2,1,0.5,0.5,2,1,2,1,1,1,0.5,55,5120,70,250,190,35,1000000,40,50,35,35,grass
754,Lurantis,"['Leaf Guard', 'Contrary']",7,Bloom Sickle Pokemon,0,2,1,1,0.5,1,1,2,2,1,0.5,0.5,2,1,2,1,1,1,0.5,105,5120,70,480,75,90,1000000,70,80,90,45,grass
755,Morelull,"['Illuminate', 'Effect Spore', 'Rain Dish']",7,Illuminating Pokemon,0,1,0.5,0,0.5,1,0.5,2,2,1,0.5,0.5,2,1,4,1,1,2,0.5,35,5120,70,285,190,55,1000000,40,65,75,15,grass
756,Shiinotic,"['Illuminate', 'Effect Spore', 'Rain Dish']",7,Illuminating Pokemon,0,1,0.5,0,0.5,1,0.5,2,2,1,0.5,0.5,2,1,4,1,1,2,0.5,45,5120,70,405,75,80,1000000,60,90,100,30,grass
757,Salandit,"['Corrosion', 'Oblivious']",7,Toxic Lizard Pokemon,0,0.25,1,1,1,0.25,0.5,0.5,1,1,0.25,4,0.5,1,0.5,2,2,0.5,2,44,5120,70,320,120,40,1000000,48,71,40,77,poison
758,Salazzle,"['Corrosion', 'Oblivious']",7,Toxic Lizard Pokemon,0,0.25,1,1,1,0.25,0.5,0.5,1,1,0.25,4,0.5,1,0.5,2,2,0.5,2,64,5120,70,480,45,60,1000000,68,111,60,117,poison
759,Stufful,"['Fluffy', 'Klutz', 'Cute Charm']",7,Flailing Pokemon,0,0.5,0.5,1,1,2,2,1,2,0,1,1,1,1,1,2,0.5,1,1,75,3840,70,340,140,50,1000000,70,45,50,50,normal
760,Bewear,"['Fluffy', 'Klutz', 'Unnerve']",7,Strong Arm Pokemon,0,0.5,0.5,1,1,2,2,1,2,0,1,1,1,1,1,2,0.5,1,1,125,3840,70,500,70,80,1000000,120,55,60,60,normal
761,Bounsweet,"['Leaf Guard', 'Oblivious', 'Sweet Veil']",7,Fruit Pokemon,0,2,1,1,0.5,1,1,2,2,1,0.5,0.5,2,1,2,1,1,1,0.5,30,5120,70,210,235,38,1059860,42,30,38,32,grass
762,Steenee,"['Leaf Guard', 'Oblivious', 'Sweet Veil']",7,Fruit Pokemon,0,2,1,1,0.5,1,1,2,2,1,0.5,0.5,2,1,2,1,1,1,0.5,40,5120,70,290,120,48,1059860,52,40,48,62,grass
763,Tsareena,"['Leaf Guard', 'Queenly Majesty', 'Sweet Veil']",7,Fruit Pokemon,0,2,1,1,0.5,1,1,2,2,1,0.5,0.5,2,1,2,1,1,1,0.5,120,5120,70,510,45,98,1059860,72,50,98,72,grass
764,Comfey,"['Flower Veil', 'Triage', 'Natural Cure']",7,Posy Picker Pokemon,0,0.5,0.5,0,1,1,0.5,1,1,1,1,1,1,1,2,1,1,2,1,52,5120,70,485,60,90,800000,51,82,110,100,fairy
765,Oranguru,"['Inner Focus', 'Telepathy', 'Symbiosis']",7,Sage Pokemon,0,2,2,1,1,1,1,1,1,0,1,1,1,1,1,0.5,1,1,1,60,5120,70,490,45,80,1250000,90,90,110,60,normal
766,Passimian,"['Receiver', 'Defiant']",7,Teamwork Pokemon,0,0.5,0.5,1,1,2,1,1,2,1,1,1,1,1,1,2,0.5,1,1,120,5120,70,490,45,90,1250000,100,40,60,80,fighting
767,Wimpod,['Wimp Out'],7,Turn Tail Pokemon,0,1,1,1,2,1,0.5,1,2,1,1,0.5,0.5,1,1,1,2,0.5,0.5,35,5120,70,230,90,40,1000000,25,20,30,80,bug
768,Golisopod,['Emergency Exit'],7,Hard Scale Pokemon,0,1,1,1,2,1,0.5,1,2,1,1,0.5,0.5,1,1,1,2,0.5,0.5,125,5120,70,530,45,140,1000000,75,60,90,40,bug
769,Sandygast,"['Water Compaction', 'Sand Veil']",7,Sand Heap Pokemon,0,0.5,2,1,0,1,0,1,1,2,2,1,2,0,0.25,1,0.5,1,2,55,3840,70,320,140,80,1000000,55,70,45,15,ghost
770,Palossand,"['Water Compaction', 'Sand Veil']",7,Sand Castle Pokemon,0,0.5,2,1,0,1,0,1,1,2,2,1,2,0,0.25,1,0.5,1,2,75,3840,70,480,60,110,1000000,85,100,75,35,ghost
771,Pyukumuku,"['Innards Out', 'Unaware']",7,Sea Cucumber Pokemon,0,1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5,60,3840,70,410,60,130,800000,55,30,130,5,water
772,Type: Null,['Battle Armor'],7,Synthetic Pokemon,0,1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,95,30720,0,534,3,95,1250000,95,95,95,59,normal
773,Silvally,['RKS System'],7,Synthetic Pokemon,0,1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,95,30720,0,570,3,95,1250000,95,95,95,95,normal
774,Minior,['Shields Down'],7,Meteor Pokemon,0,0.5,1,1,2,1,1,0.5,0.5,1,1,0,2,0.5,0.5,1,2,2,2,100,6400,70,500,30 (Meteorite)255 (Core),60,1059860,60,100,60,120,rock
775,Komala,['Comatose'],7,Drowsing Pokemon,0,1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,115,5120,70,480,45,65,1250000,65,75,95,65,normal
776,Turtonator,['Shell Armor'],7,Blast Turtle Pokemon,0,0.5,1,2,0.5,1,1,0.25,1,1,0.25,2,1,1,1,1,2,0.5,1,78,5120,70,485,70,135,1000000,60,91,85,36,fire
777,Togedemaru,"['Iron Barbs', 'Lightningrod', 'Sturdy']",7,Roly-Poly Pokemon,0,0.5,1,0.5,0.5,0.5,2,2,0.25,1,0.5,4,0.5,0.5,0,0.5,0.5,0.25,1,98,2560,70,435,180,63,1000000,65,40,73,96,electric
778,Mimikyu,['Disguise'],7,Disguise Pokemon,0,0.25,1,0,1,1,0,1,1,2,1,1,1,0,1,1,1,2,1,90,5120,70,476,45,80,1000000,55,50,105,96,ghost
779,Bruxish,"['Dazzling', 'Strong Jaw', 'Wonder Skin ']",7,Gnash Teeth Pokemon,0,2,2,1,2,1,0.5,0.5,1,2,2,1,0.5,1,1,0.5,1,0.5,0.5,105,3840,70,475,80,70,1000000,68,70,70,92,water
780,Drampa,"['Berserk', 'Sap Sipper', 'Cloud Nine']",7,Placid Pokemon,0,1,1,2,0.5,2,2,0.5,1,0,0.5,1,2,1,1,1,1,1,0.5,60,5120,70,485,70,85,1000000,78,135,91,36,normal
781,Dhelmise,['Steelworker'],7,Sea Creeper Pokemon,0,1,2,1,0.5,1,0,2,2,2,0.5,0.5,2,0,1,1,1,1,0.5,131,6400,70,517,25,100,1000000,70,86,90,40,ghost
782,Jangmo-o,"['Bulletproof', 'Soundproof', 'Overcoat']",7,Scaly Pokemon,0,1,1,2,0.5,2,1,0.5,1,1,0.5,1,2,1,1,1,1,1,0.5,55,10240,70,300,45,65,1250000,45,45,45,45,dragon
783,Hakamo-o,"['Bulletproof', 'Soundproof', 'Overcoat']",7,Scaly Pokemon,0,0.5,0.5,2,0.5,4,1,0.5,2,1,0.5,1,2,1,1,2,0.5,1,0.5,75,10240,70,420,45,90,1250000,55,65,70,65,dragon
784,Kommo-o,"['Bulletproof', 'Soundproof', 'Overcoat']",7,Scaly Pokemon,0,0.5,0.5,2,0.5,4,1,0.5,2,1,0.5,1,2,1,1,2,0.5,1,0.5,110,10240,70,600,45,125,1250000,75,100,105,85,dragon
785,Tapu Koko,"['Electric Surge', 'Telepathy']",7,Land Spirit Pokemon,1,0.5,0.5,0,0.5,1,0.5,1,0.5,1,1,2,1,1,2,1,1,1,1,115,3840,70,570,3,85,1250000,70,95,75,130,electric
786,Tapu Lele,"['Psychic Surge', 'Telepathy']",7,Land Spirit Pokemon,1,1,1,0,1,1,0.25,1,1,2,1,1,1,1,2,0.5,1,2,1,85,3840,70,570,3,75,1250000,70,130,115,95,psychic
787,Tapu Bulu,"['Grassy Surge', 'Telepathy']",7,Land Spirit Pokemon,1,1,0.5,0,0.5,1,0.5,2,2,1,0.5,0.5,2,1,4,1,1,2,0.5,130,3840,70,570,3,115,1250000,70,85,95,75,grass
788,Tapu Fini,"['Misty Surge', 'Telepathy']",7,Land Spirit Pokemon,1,0.5,0.5,0,2,1,0.5,0.5,1,1,2,1,0.5,1,2,1,1,1,0.5,75,3840,70,570,3,115,1250000,70,95,130,85,water
789,Cosmog,['Unaware'],7,Nebula Pokemon,1,2,2,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,1,1,29,30720,0,200,45,31,1250000,43,29,31,37,psychic
790,Cosmoem,['Sturdy'],7,Protostar Pokemon,1,2,2,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,1,1,29,30720,0,400,45,131,1250000,43,29,131,37,psychic
791,Solgaleo,['Full Metal Body'],7,Sunne Pokemon,1,1,2,0.5,1,0.5,1,2,0.5,2,0.5,2,0.5,0.5,0,0.25,0.5,0.5,1,137,30720,0,680,45,107,1250000,137,113,89,97,psychic
792,Lunala,['Shadow Shield'],7,Moone Pokemon,1,1,4,1,1,1,0,1,1,4,1,1,1,0,0.5,0.5,1,1,1,113,30720,0,680,45,89,1250000,137,137,107,97,psychic
793,Nihilego,['Beast Boost'],7,Parasite Pokemon,1,0.5,1,1,1,0.5,1,0.5,0.5,1,1,4,1,0.5,0.25,2,1,2,2,53,30720,0,570,45,47,1250000,109,127,131,103,rock
794,Buzzwole,['Beast Boost'],7,Swollen Pokemon,1,0.5,0.5,1,1,2,0.5,2,4,1,0.5,0.5,1,1,1,2,1,1,1,139,30720,0,570,25,139,1250000,107,53,53,79,bug
795,Pheromosa,['Beast Boost'],7,Lissome Pokemon,1,0.5,0.5,1,1,2,0.5,2,4,1,0.5,0.5,1,1,1,2,1,1,1,137,30720,0,570,255,37,1250000,71,137,37,151,bug
796,Xurkitree,['Beast Boost'],7,Glowing Pokemon,1,1,1,1,0.5,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,89,30720,0,570,30,71,1250000,83,173,71,83,electric
797,Celesteela,['Beast Boost'],7,Launch Pokemon,1,0.25,1,0.5,2,0.5,1,2,0.5,1,0.25,0,1,0.5,0,0.5,1,0.5,1,101,30720,0,570,25,103,1250000,97,107,101,61,steel
798,Kartana,['Beast Boost'],7,Drawn Sword Pokemon,1,1,1,0.5,0.5,0.5,2,4,1,1,0.25,1,1,0.5,0,0.5,0.5,0.5,0.5,181,30720,0,570,255,131,1250000,59,59,31,109,grass
799,Guzzlord,['Beast Boost'],7,Junkivore Pokemon,1,2,0.5,2,0.5,4,2,0.5,1,0.5,0.5,1,2,1,1,0,1,1,0.5,101,30720,0,570,15,53,1250000,223,97,53,43,dark
800,Necrozma,['Prism Armor'],7,Prism Pokemon,1,2,2,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,1,1,107,30720,0,600,3,101,1250000,97,127,89,79,psychic
801,Magearna,['Soul-Heart'],7,Artificial Pokemon,1,0.25,0.5,0,1,0.5,1,2,0.5,1,0.5,2,0.5,0.5,0,0.5,0.5,1,1,95,30720,0,600,3,115,1250000,80,130,115,65,steel
